"This small, graceful member of the antelope family is an extraordinary jumper - while leaping, it touches the rocky terrain of its South African habitats only with the tip of its hooves, resembling a dance.","Oribi","Roan Antelope","Scimitar Oryx","Klipspringer","d"
"Which of these animals swims the fastest?","Flounder","Shark","Dolphin","Jellyfish","c"
"Which word refers to the sound peacocks make?","Scream","Squill","Squeak","Squall","a"
"Ancient Japanese thought this animal caused earthquakes.","Birds","Spiders","Snakes","Frogs","b"
"How many types of bats are there?","900","700","500","200","a"
"This animal can clean its own ears with its 21-inch tongue.","Lizard","Elephant","Lion","Giraffe","d"
"What is the fastest animal on 6 legs?","Ladybug","Cockroach","Beetle","Ant","b"
"What is a female sheep called or known as?","ewe","colt","fleece","ram","a"
"What is the white tigers scientific name?","Pantha","Panthera tigis","Panthera tiger","Panthera tigris","d"
"Which of the following is not a type of chipmunk?","Bushy-tailed","Long-eared","Eastern","Sonoma","a"
"Which of these is not an actual breed of horse?","Sioux","Russian Trotter","Belgian","Murgese","a"
"Which of the following is not a breed of dog?","Pom-a-poo","Lakeland terrier","Fox terrier","Ferret terrier","d"
"One of these is not a true breed of cat. Which one?","Pixie-bob","Maine coon","Ragdoll","French Twist","d"
"Which of these is not a type of beetle?","Long-horn beetle","Stag beetle","Flea beetle","Burrowing beetle","d"
"Which of the following is not a type of spider?","Glass spider","Trapdoor spider","Brown recluse spider","Bird-dropping spider","a"
"All but one of the following are true types of bears. Which is the odd one?","Moon bear","Brown bear","Black bear","Sun bear","a"
"Which of these is not an actual breed of sheep?","Scottish black-face","Dakota","Hampshire","Merino","b"
"One of these is not a true breed of chicken. Which one?","Hamburg","Plymouth Rock","Leghorn","Red-tailed","d"
"Which of the following is not a breed of pig?","Norwegian Yorkshire","Vietnamese pot-belly","Ridgeback","Tokyo-X","c"
"What is a group of lions called?","Family","Group","School","Pride","d"
"Generally, how many times in an interval of 5 hours do lions mate?","1","5","20","10","d"
"What is the breed of animal created from the crossing of a male lion and a female tiger?","Tigon","Tiges","Ligon","Liger","d"
"What is the breed of animal created from the crossing of a female lion and a male tiger?","Tigen","Liger","Tigon","Liges","c"
"What do male lions have which females do not possess?","An extra tooth","A mane","Longer nails","Distinguished eyes","b"
"What is the average lifespan of a lion living in the wild?","20 - 30 years","Less than 10 years","10 -15 years","Greater than 30 years","c"
"Cats twitch the tips of their tails slightly when hunting or when angry, while stronger twitching indicates what?","Stress","Displeasure","Boredom","Playfulness","b"
"If a cat pushes its face against your head, this means what?","Impatience","Submission","Acceptance","Aggression","c"
"Cats generally purr when they are happy, but they can also be heard purring in what other situation?","When they are distressed or in pain","When they are hunting or playing","When they are hungry or thirsty","When they are lonely or angry","a"
"How many different vocalization sounds does a cat make?","100","200","50","150","a"
"What was the largest  eagle ever found on Earth?","Golden Eagle","Haasts Eagle","Harpy Eagle","Bald Eagle","b"
"Which term refers to the group formed by frogs and amphibians?","Drosophillia","Herps","Mollusks","Nematodes","b"
"Which statement about elephants is untrue?","Elephants sleep standing up","Elephants cry","There are some pink elephants in India","Elephants do not have great memories","d"
"What is alektorophobia?","The unreasonable fear of birds of prey","The unreasonable fear of roaches","The unreasonable fear of chickens","The unreasonable fear of sharks","c"
"How do scientists calculate the age of a fish?","They count all the teeth in the fishs mouth.","They measure the size of the fish and compare that to the average size of that type of  fish.","They count the growth rings on the ear bone.","They count the teeth in the fishs lower lip.","c"
"Pound for pound, humans are not the strongest animals. What is considered the strongest species, pound for pound?","The Hercules beetle","The leaf-cutting ant","The red ant","The atlas roach","a"
"Human beings have 23 pairs of  chromosomes. Which animal has the most chromosomes?","minke whale","millipedes","elephants","hermit crabs","d"
"What type of animal is a lamprey?","worm","fish","insect","amphibian","b"
"What is the name of the first book by Darwin that directly dealt with evolution?","Essay on the Principles of Population","Totem and Taboo","On the Origins of the Species","The Descent of Man and the Selection in Relation to Sex","c"
"Which of these animals has the largest paws?","An average mountain lion","An average nematode","An average lynx","An average lichen","c"
"Despite the myth that Chihuahuas were descendants of the royal dog of the Aztecs, it is also believed that Spanish trade merchants brought Chihuahuas to which of these countries?","Venezuela","United States","Brazil","Mexico","d"
"What maximum height at the withers can Chihuahuas reach?","24 inches (60 cm)","15 inches (38 cm)","12 inches (30 cm)","9 inches (22 cm)","b"
"Chihuahuas are the only dogs to be born with what?","An extra leg tendon","Hairless inner ears","An incomplete skull","Two extra canine teeth","c"
"What is the average lifespan of Chihuahuas?","8 - 12 years","8- 18 years","8 - 26 years","8 - 15 years","b"
"The Chihuahua Gidget is famous for what reason?","Paris Hilton has it as a pet.","It was a fill-in mascot for the Georgia Bulldogs.","It was a mascot for Taco Bell.","It was a mascot for Taco John.","c"
"What does the word “hippopotamus” mean?","Water pig","Fat horse","River horse","River pig","c"
"How long in years is the life span of an average wild hippopotamus?","10-20","40-50","30-40","20-30","b"
"This is the basic food of the sea. Billions upon billions of these organisms live in the sea.","Seaweed","Plankton","Crabs","Shrimp","b"
"This is the result of the gravitational pull from the moon and sun.","Migration of certain species of whales","Tides","Shoreline","Waves","b"
"These creatures look like flowers as they grow attached to rocks. Their tentacles open like fleshy petals and contract whenever danger is near.","Kelp","Jellyfish","Sponges","Sea Anemones","d"
"This sea animal, widely considered the most valuable shellfish, is common in shallow, warmer waters of all oceans.","Oyster","Shrimp","Scallop","Lobster","a"
"This crab is not really a crab, but an arthropod. Its closest relative is the spider.","Fiddler Crab","Horseshoe crab","Spider Crab","Rock Crab","b"
"These worms are not in fact worms, but bivalves. They enter wood as larvae, where they remain and grow, burrowing through the wood.","Sea Mice","Ribbon Worms","Lugworms","Shipworms","d"
"Also called Sea Biscuit, this animal lives in deeper water half-buried in the sand.","Sand Dollar","Star Fish","Scallop","Mussel","a"
"The red kangaroo appears on the Coat of Arms of Australia together with what other endemic Australian animal?","Emu","Platypus","Dingo","Koala","a"
"Which of these mammals was brought to Australia by humans?","The echidna","The dingo","The koala","The Tasmanian tiger","b"
"Which of the following statements about echidnas, mammals native to Australia, is wrong?","Echidnas are covered with spines.","Echidnas have snouts.","Echidnas lay eggs.","Echidnas are marsupials.","d"
"The diet of the koala consists mainly of what plant species?","Eucalyptus","Bamboo","Willow","Cork Oak","a"
"Which one of these Australian reptiles is the largest living crocodile in the world?","The thorny devil","The weedy sea dragon","The blue-tongued skink","The saltwater crocodile","d"
"This Australian monotreme lays eggs and has a remarkable sense of electroception.","Platypus","Red kangaroo","Dingo","Emu","a"
"Which Australian animal is the largest living carnivorous marsupial on Earth?","The Tasmanian tiger","The Tasmanian devil","The platypus","The red kangaroo","b"
"Qantas, Australias largest airline company, has what Australian animal on its red-and-white logo?","Koala","Kangaroo","Emu","Tasmanian devil","b"
"What is the difference between the male and the female Galah, a cockatoo bird native to Australia?","There is no difference between them.","Males and females have different eye colour.","Galah males are crested.","Galah females have shorter tails.","b"
"What is the average weight of the Tasmanian Pygmy Possum?","About 250g","About 50g","About 100g","About 7g","d"
"Which lizard can squirt blood from the corners of its eyes in order to confuse and drive back its enemies?","Anole","Gila monster","Horned lizard","Komodo dragon","c"
"The venomous lizard Gila monster was named after what?","The Gila River basin","The Gila Expedition 1857","Alberto Gilardino","Gilligans Island","a"
"The Komodo dragon, the largest living lizard on Earth, lives in which part of the world?","North America","Indonesia","South-western China","Madagascar","b"
"Which term refers to the self-defense mechanism which allows lizards to break off their tails when captured?","Apotemnophilia","Autonomy","Autotomy","Autism","c"
"Which of these statements about geckos is true?","Geckos have toe pads which help them climb smooth vertical surfaces.","All of these","Geckos can make chirping sounds.","Geckos feed on insects.","b"
"Chameleons are lizards that can change their colour. What does Chameleon mean in Greek?","Green melon","Karma lion","Colourful","Earth lion","d"
"Geckos have immovable eyelids and cant blink. How do they keep their eyes clean?","A tiny insect lives under their eyelids and cleans their eyes.","They lick their own eyes.","They dip their eyes in water.","They cover their eyes with their toes.","b"
"The lizards which do not have legs are commonly known by what name?","Glass lizards","Monitor lizards","Skinks","Iguanas","a"
"Which of these lizard species is not endangered?","Eastern Bearded Dragon","Blunt-nosed Leopard Lizard","Mona Ground Iguana","Komodo Dragon","a"
"No lizard species live on which continent?","South America","Antarctica","Europe","Asia","b"
"This shark is considered a filter- feeder. Its diet consists mainly of plankton, krill, and macro-algae.","whale shark","bull shark","great white shark","pygmy shark","a"
"This sharks white belly and grey back make it difficult for prey to spot.","hammerhead shark","tiger shark","great white shark","whale shark","c"
"Which of these sharks has a flat body like a stingray?","basking shark","blue shark","blacktip reef shark","angel shark","d"
"This shark was believed to be extinct, until it was found on the coast of Japan in 1898.","cookie cutter shark","mako shark","goblin shark","angel shark","c"
"Which shark is the fastest swimmer?","goblin shark","mako shark","nurse shark","sandtiger shark","b"
"What is the common name for baby sharks?","calves","pecks","cubs","pups","d"
"How many recognized giraffe subspecies exist?","6","7","9","5","c"
"Which of these is not a subspecies of giraffe?","Somali Giraffe","Rothschilds Giraffe","Kordofan Giraffe","East African Giraffe","d"
"How long is a giraffes gestation period?","18 - 20 months","10 months","14- 15 months","9 months","c"
"How many pounds of leaves can a giraffe consume daily?","60 pounds","100 pounds","140 pounds","210 pounds","c"
"What group of dogs does the beagle belong to?","retrievers","setters","hound","terriers","c"
"The beagle was developed mainly for tracking what animal?","squirrels","rabbits","raccoons","coyotes","b"
"About how many years have beagles been around?","2,000","5,000","4,000","3,000","a"
"Which of the following cartoon dogs was a beagle?","Courage","Scooby Doo","Snoopy","Clifford","c"
"What is the typical lifespan of the beagle?","20 years","15 years","7 years","12 years","d"
"What type of coat do beagles have?","long","short","medium","depends on the dog","c"
"The puggle is a mix between a beagle and what dog?","papillion","puli","poodle","pug","d"
"In what country was the goldfish first domesticated?","Egypt","China","Japan","India","b"
"How long can a goldfish live in optimal conditions?","5 years","8 years","10 years","20 years","d"
"In Europe goldfish were first introduced to what country?","France","England","Italy","Portugal","d"
"What color goldfish were most prized by the Chinese royalty several centuries ago?","Silver","Yellow","Orange","Red","b"
"What color are wild goldfish?","Silver","Orange","Yellow","Green","d"
"This bird is the fastest animal on the planet in its hunting method, the stoop.","Bald Eagle","Red-tailed Hawk","Peregrine Falcon","Golden Eagle","c"
"These raptors are known for their unusually social behavior. They even hunt in groups while the majority of raptors are solitary hunters.","Golden Eagle","Turkey Vulture","Spotted Owl","Harris Hawk","d"
"This animal is the largest of the deer family and can be found in the northern parts of North America.","Gazelle","Moose","White Tailed Deer","Elk","b"
"Which of these animals cannot be found in North America?","Flamingo","Walrus","Dingo","Beaver","c"
"This bear, also known as a Silvertip bear, is native to North America.","Panda Bear","Polar Bear","Red Panda Bear","Grizzly Bear","d"
"The coyote lives in North America and also goes by this name.","Desert Dog","Prairie Wolf","Prairie Dog","Small Wolf","b"
"This North American animal is at the top of the food chain in the arctic region.","Walrus","Polar Bear","Arctic Fox","Penguin","b"
"This mammal is known for its black fur with a white stripe and for its apparent odor.","Sloth","Ferret","Skunk","Weasel","c"
"What type of animal is the cottonmouth?","Mouse","Snake","Bat","Lizard","b"
"This creature belongs to the rodent family and is covered in sharp spines or quills.","Nutria","Armadillo","Kiwi","Porcupine","d"
"How many species of skunk exist?","6","8","13","11","d"
"How many young skunks can be born in one litter?","1-10","1-5","1-7","1-4","c"
"What do skunks eat in the wild?","All of these","Insects","Meat","Fruit","a"
"How much of an effective range do skunks odor glands have?","15 feet","10 feet","8 feet","20 feet","a"
"How many subspecies of Red Fox are found in India?","2","None. Red Fox are not native to India.","1","3","d"
"Which of these coat colors is not found in wild Red Fox populations?","Golden","Spotted","Red","Black","d"
"What is the top speed that the Red Fox can reach?","25 mph","35 mph","45 mph","55 mph","c"
"Which of these are eaten by the Red Fox?","Insects","worms","All of these","eggs","c"
"How long is the Red Foxs lifespan in the wild?","3 years","8 years","6 years","10 years","a"
"Approximately how long is a Red Foxs gestation period?","89 days","55 days","40 days","34 days","b"
"What is an adult male rooster known as?","Rooster","Buck","Hen","Foul","a"
"What is the word used for someone that is afraid of chickens?","Xenophobic","Chickopobic","Alektorphobic","Avianphobic","c"
"Which of the following is not a breed of chicken?","Australorp","Cubalaya","Houdan","Chinese Crested","d"
"How many beats per minute does a chickens heart usually beat?","100-234","147-189","280-315","95-124","c"
"Which of the following color of egg is incorrect for a chicken egg?","black","white","pink","blue","a"
"All domestic chickens can be traced back to which bird?","The Wild Turkey","The Macaw","The Red Jungle Fowl","The Amazon Rain Forest Chicken","c"
"Which of the following characters is a chicken?","Dori","Foghorn Leghorn","Daffy","Kermit","b"
"What is the average lifespan of a lion in the wild?","6-9 years","20-24 years","10-14 years","15-20 years","c"
"Most lions only survive in Africa. But a population of the much endangered Asiatic lion lives in India. How many estimated lions live in India as of 2007?","300","550","1,500","3,000","a"
"What is the average maximal speed a lion can reach?","35 mph / 56 km/h","45 mph / 72 km/h","20 mph / 32 km/h","40 mph / 64 km/h","a"
"Approximately what amount of meat does an adult male lion’s diet require per day?","10 lbs. (4.5 kg)","5 lbs. (2.2 kg)","15 lbs. (6.8 kg)","25 lbs. (11 kg)","c"
"Approximately how long is a lions gestation period?","200 days","30 days","120 days","60 days","c"
"How many species of penguins live in warm or even tropical environments?","0","3","2","4","d"
"Which of these is the largest species of penguins?","King Penguin","Giant Penguin","Emperor Penguin","Royal Penguin","c"
"What does the word penguin mean?","Fat","Black and White","Swimmer","Bird","a"
"Which of these animals is NOT a natural predator of penguins?","Leopard Seal","Polar Bear","Stellars Sea Eagle","Orca (Killer Whale)","b"
"Where can the polar bear be found?","South Pole","Antartica","Arctic","All of these","c"
"What color is a polar bears skin?","Black","White","Pink","Yellow","a"
"Approximately how many wild polar bears are estimated to live across the Arctic?","20,000","100,000","150,000","60,000","a"
"According to Guinness Book of World Records, the heaviest wild bear was caught in 1960 and weighed 1,960 lbs (890 kg). What was its length?","Over 11 feet (3,40 m) tall","Over 12 feet (3,70 m) tall","Over 9 feet (2,70 m) tall","Over 10 feet (3 m) tall","a"
"A polar bear is used as the marketing icon for which of these popular products?","Maytag Freezers","Hoods Ice Cream","Popsicles","Klondike Bars","d"
"The Labrador Retriever is considered a medium-sized dog. How much does it weigh when fully grown?","65 - 110 pounds","40 - 55 pounds","55 - 80 pounds","20 - 60 pounds","c"
"What is the estimated average lifespan of a crocodile?","80+ years","50+ years","90+ years","70+ years","d"
"On which of these continents can you find the Salt Water Crocodile?","Africa","South America","Australia","North America","c"
"A crocodile bite strength is up to how many pounds psi (per square inch)?","3000 psi","5000 psi","700 psi","1500 psi","a"
"Which of these is NOT a species of crocodile?","Nile Crocodile","Mugger Crocodile","American Crocodile","African Crocodile","d"
"What is the average incubation period of crocodile eggs?","50 days","80 days","120 days","25 days","b"
"Beavers are the second largest rodents in the world after which animal?","Muskrat","Mountain Marmot","Capybara","Sea Otter","c"
"The North American Beaver is Canadas National symbol that adorns which Canadian coin?","Penny","Nickle","Quarter","Dime","b"
"What is the gestation period of a beaver?","2 months","3 months","6 months","4 months","d"
"Butterflies need the warmth of the sun in order to fly. They cannot possibly fly if the temperature is below this.","60 F (16 C)","80 F (27 C)","70 F (21 C)","50 F (10 C)","d"
"Butterflies taste their food through this organ.","The wings","Their faceted eyes","The proboscis","The legs","d"
"Butterflies do not have lungs. They breathe trough this organ.","The proboscis","The abdomen","The eyes","The legs","b"
"This is what mostly attracts a butterfly to a flower.","The flowers nectar","The flowers color","The flowers shape","The flowers smell","a"
"The expression social butterfly is often used to describe a woman. It means that she does this.","Uses too much cosmetics","Behaves quite self-conceited","Flits from one person to another","Wears clothes with bright colors","c"
"Finish this old phrase:When you call a dog, he comes right over to you. When you call a cat, she________________.","climbs the curtains","runs away from you","thinks its dinner time","takes a message","d"
"Why does your cat interrupt you and want petting when youre on the phone?","your cat thinks you are talking to him/ her","to annoy you","to be a part of your telephone call","your cats is jealous that youre talking to someone else","a"
"Why do cats seem to be attracted to the one person who doesnt like cats?","Kitty wants to annoy them","Kitty thinks that person has food","Kitty wants to win them over","Kitty sees that person as unintimidating","d"
"Why do cats suddenly race through the house?","They feel a change in the weather.","They have an overflow of pent-up energy.","They want to get your attention.","They feel the presence of a ghost.","b"
"Why does a cat rub against your leg?","Because she/ he really likes you.","Because it feels good.","To mark you by depositing his/ her scent","To show he/ she trusts you","c"
"Why does a cat bury his/ her waste?","To show their dominance","To protect their trail from predators","Because they are so territorial.","Because they are very clean animals.","b"
"Why do cats always want in when they are out, and out when thery are in?","To re-mark their scent","To annoy you","Because they have pent-up energy","Because they are bored","a"
"Why do cats like to sleep in the sun?","To make up for the drop in body temperature when they sleep","To keep from shedding so much","It reminds them of being kittens","Because they can hear better when they are warm","a"
"Why do cats go crazy over catnip?","Because it smells like a cat in heat","Because it smells like prey","Because it smells like tasty food","Because it is an aphrodisiac","a"
"How many known species of earthworm exist worldwide?","3,000","2,500","5,500","1,000","c"
"How many hearts does a typical earthworm have?","2","10","4","8","b"
"Why do earthworms come to the surface after rainstorms?","The temperature on the surface is cooler.","They cant take the acid rain.","They can drown if their holes fill up.","No one knows for sure but there are four theories trying to explain this behaviour.","d"
"How many species of earthworm are native to Australia?","650","450","250","850","a"
"How many million of earthworms were exported from Canada and sold worldwide in 1980?","225 million","260 million","370 million","100 million","c"
"To which animal class do octopuses belong?","Mollusk","Coleoid","Nautiloid","Cephalopod","d"
"Which of the following animals is the least related to the octopus?","Scallop","Snail","Eel","Clam","c"
"How many arms do octopuses have?","8","5","0","2","a"
"Approximately how tall is a grizzly bear when standing on its hind legs?","9 feet (2.7 m)","7 feet (2.1 m)","6 feet (1.8 m)","8 feet (2.4 m)","d"
"In which country is the grizzly bear listed as a threatened species?","U.S.","Germany","Canada","Sweden","a"
"Although the grizzly bear is on the flag of this state, the last grizzly was shot there in 1922.","Nevada","California","Oregon","Idaho","b"
"Which of these do grizzly bears eat?","Moose","Berries","Fish","All of these","d"
"How many fatal brown and grizzly bear attacks have been reported between 1900 and 2003 in North America?","175","53","542","257","b"
"Which of these things is something you should never feed your dog?","Coconuts","Chocolate","Milk","Raw meat","b"
"Which of these is only a dog food brand?","Eukanuba","Cesar","Iams","Purina","b"
"A dog should never be left with a child under this age because the child may injure the dog or him/herself.","ten","seven","three","five","d"
"What were the dodos closest living relatives in nature?","Chickens","Pigeons","Parrots","Turkeys","b"
"In what year was the dodo discovered?","1627","1605","1681","1598","d"
"In what year did the dodo become extinct?","1705","1789","1681","1803","c"
"The does “cheetah” mean translated from Sanskrit?","Fast","Spotted One","Lightning","Stealth cat","b"
"What are cheetahs that have mutated patterning that creates blotches instead of spots called?","King Cheetahs","Smudge Cheetahs","Black Cheetahs","Striped Cheetahs","a"
"Which of these is not a sound made by cheetahs?","Hiss","Yelp","Roar","Purr","c"
"The ruler of the Mughal Empire Akbar the Great was very enamored with cheetahs and it is said he kept a stable of how many of these cats?","5,000","750","1,000","500","c"
"What is the typical lifespan of the cheetah?","25-40 years","15-25 years","5-10 years","10-20 years","d"
"In 2007 the amount of cheetahs left in the wild dropped to what number?","12,000","20,000","30,000","5,000","a"
"What frog is the most poisonous?","Cane Toad","Dart Frog","Corroboree Frog","Red-Eyed tree frog","b"
"Which of these types of frogs shares its name with an animal that is not a frog?","horned frog","leopard frog","tree frog","arrow frog","a"
"What is the smallest frog?","Red-Eyed Tree frog","Brazilian Gold Frog","Cane Toad","Monte Iberia Eleuth","b"
"How many species of zebra are known to exist?","6","4","3","5","b"
"Which one of these is not a species of zebra?","Savanna Zebra","Cape Mountain Zebra","Grevys Zebra","Plains Zebra","a"
"How tall is a typical zebra at the shoulder?","4 feet (1.2 m)","6 feet (1.8 m)","5 1/2 feet (1.6 m)","3 feet (0.9 m)","a"
"How fast can a zebra run?","30 mph (50 km/h)","25 mph (40 km/h)","50 mph (80 km/h)","40 mph (65 km/h)","d"
"Which of these are not a function of a zebras stripes?","A warning sign to other zebras","Identification within the herd","Heat dissipation","Confusion of predators","a"
"How long can a zebra live in captivity?","30 years","20 years","40 years","15 years","c"
"This type of ant causes a lot of allergic reactions in the USA.","Jack Jumper  ant","Bulldog ant","Western brown ant","Fire ant","d"
"This type of ant is considered the most venomous of all insects.","Western brown ant","Bulldog ant","Jack jumper ant","Fire ant","c"
"About how long have ants been around on Earth?","8 million years","45 milllion years","60 million years","25 million years","c"
"The largest ant colony is located on the Ishikari coast of Hokkaido. Approximately how many ants are there in this colony?","300,000,000","30,000,000","700,000,000","1,500,000","a"
"What are the three basic parts of an ants body?","Antennae, abdomen, thoraces","Head, mesosoma, metasoma","Head, abdomen, metasoma","Head, thorax, somatomy","b"
"All of these substances but one are a safe way to get rid of ants in the house. Which is the odd one?","Cider vinegar","Windex mixed with ivory soap","Wine","Whole cloves","c"
"What do we call the type of ants that plant seeds to grow food?","Formicadae","Thresher ants","Farmer ants","Harvester ants","d"
"What is special about the red ants of the Southwestern USA and Central and South America?","They can live in temperatures from 11 degrees Centigrade to 51 degrees Centigrade.","They can live for six days without food or water.","They can change color.","They steal larvae for slaves.","d"
"In 1966 was found the first ant fossil. From which geological period did it come from?","Cretaceous","Pennsylvannian","Pre-Fermaceous","Jurasic","a"
"Which statement about ants is untrue?","Anteaters prefer ants to any other type of food.","An ant colony will eat its own larvae if there is no other food around.","Bullet ants are considered to have the most painful sting.","Ants are sometimes put into Thai salads.","a"
"Warner Brothers highest grossing film of 1954 was about enormous ants that threatened a small town in the USA. What was the title of this movie?","Ants!","Them!","Invasion","Invaders","b"
"How many species of flamingo are native to the Americas?","3","2","1","4","d"
"What do you call a group of flamingos?","Family","Pink","Flock","Pat","d"
"Which of these flamingo species is not native to the Americas?","Chilean Flamingo","Andean Flamingo","Lesser Flamingo","James Flamingo","c"
"Why do flamingos often stand on one leg?","To keep their feet from becoming waterlogged.","To keep feet from getting tired.","To stir up as little silt from bottom as possible.","Noone knows for sure.","d"
"What decade did the pop culture icon the plastic lawn flamingo come into existence?","40s","60s","30s","80s","b"
"When was the last reported killing of a Thylacine in Australia?","1930","1880","1900","1910","a"
"What was the name of the zoo in which the last known Thylacine was placed in 1936?","Hobart Zoo","Queensland Zoo","Queen Elizabeth Zoological Gardens","Australia Zoo","a"
"Why were Thylacines called Tigers?","because of the vicious way in which they killed their prey","because they looked like cats","because of their mean disposition","because of the stripes on their back","d"
"What was the fine for shooting a Thylacine?","$10,000","$1,000","$3,000","$5,000","d"
"In what year were Thylacines classified as extinct?","1986","1979","1974","1965","a"
"In 1984 what famous mogul offered a $100,000 reward for proof of the continued existence of Thylacines?","Donald Trump","Rupert Murdock","Ted Turner","Bill Gates","c"
"What is a pangolin?","A scaly ant-eating mammal","A poisonous snake","A type of fish","A type of waterfowl","a"
"What does the Malaysian word pangolin mean?","Armor","Roll into a ball","Walking Pinecone","Scaly Anteater","b"
"Which of these statements concerning the way in which pangolins defend themselves is false?","They run away very quickly.","They spray a noxious odor like a skunk.","They curl up in a ball.","They attack by slashing their long claws or whipping their tails.","a"
"How many young pangolins can an adult pangolin have at one time?","1-2","3-4","4-5","2-3","a"
"Although not all bear subspecies are vicious, there is a tendency for increase in bear attacks due to this factor.","Destruction of bears natural habitat","Pollution","Genetical mutation of bears","Hunting","a"
"Despite sharks’ bad reputation thanks to movies out of 300 species of sharks only this much are known to have attacked and killed a man.","4","10","2","11","a"
"Although jellyfish may seem to you calm and harmless, an encounter with some species may leave you in excruciating pain and even kill you in minutes. Which of the following species of jellyfish is venomous enough to kill a man?","Sea nettle","Mastigias","Box jellyfish","Medusa Jellyfish","c"
"We’ve seen these animals as friendly and approachable but the truth is that they’re unpredictable. What is the average number of fatalities a year elephants cause?","150-200","20-40","300-500","1000-1500","c"
"Hippopotamuses may seem slow, lazy and bulky but in fact are one of the most dangerous African animals. Which of the following should you avoid in order to prevent a hippopotamus attack?","Standing between the hippopotamus and its calf","All of these","Surprising the hippopotamus","Blocking the hippopotamus’ way","b"
"Crocodiles like to stay motionless in water and wait for the perfect time to strike. These powerful prehistoric creatures annually give what estimated number of fatalities?","1000-1500","50-100","100-200","600-800","d"
"If you happen to be near a big cat (e.g. lion, tiger, lynx) that seems to be about to attack you, which of the following shouldn’t you do in any case?","Scream and shout","Try to look larger than you really are","Turn back and run","Stare at its eyes","c"
"Although only a small percent of scorpions are venomous to people, 800 to 2000 human deaths each year are caused by scorpions. During which part of the day are these creatures most active?","Morning","All day","Noon","Night","d"
